ISIN,Company,LEVEL2 SECTOR NAME,LEVEL3 SECTOR NAME,LEVEL4 SECTOR NAME,LEVEL5 SECTOR NAME,GEOGRAPHIC DESCR.,TotalValue,EV,SUPPLIERCOSTS
CNE100000593,PICC PROPERTY & CLTY.'H',Financials,Insurance,Non-life Insurance,Prop. & Casualty Ins.,CHINA,"105,469,791,000",NA,"45,363,371,400"
KR7005490008,POSCO HOLDINGS,Basic Materials,Basic Resources,Ind. Metals & Mining,Iron & Steel,SOUTH KOREA,"67,788,507,000","29,701,612,860","37,896,385,757"
MYL4065OO008,PPB GROUP,Consumer Staples,"Food, Bev. and Tobacc",Food Producers,Fruit & Grain Proc.,MALAYSIA,"6,428,726,000",NA,"911,945,567"
TH0355A10Z04,PTT EXPLORATION & PRDN.,Energy,Energy,"Oil, Gas and Coal",Oil: Crude Producers,THAILAND,"27,737,485,000","13,504,528,960","6,907,297,412"
US6951561090,PACKAGING CORP.OF AM.,Industrials,Ind. Goods & Services,General Industrials,Containers & Package,UNITED STATES,"8,833,200,000","23,816,960,000","6,010,226,625"
IE00BWT6H894,FLUTTER ENTERTAINMENT,Consumer Discretion,Travel & Leisure,Travel & Leisure,Casinos & Gambling,IRELAND,"24,247,735,000","51,041,440,000","7,694,464,497"
US69370C1009,PTC,Technology,Technology,Software & Comp. Svs.,Software,UNITED STATES,"6,224,138,000","23,106,300,000","964,824,752"
US7010941042,PARKER-HANNIFIN,Industrials,Ind. Goods & Services,General Industrials,Divers. Industrials,UNITED STATES,"29,224,000,000","103,930,000,000","14,231,030,561"
US7134481081,PEPSICO,Consumer Staples,"Food, Bev. and Tobacc",Beverages,Soft Drinks,UNITED STATES,"95,105,000,000","237,116,300,000","56,215,909,696"
US7140461093,REVVITY,Health Care,Health Care,Medical Eq. Services,Medical Equipment,UNITED STATES,"12,392,478,000","24,264,190,000","1,276,402,470"
CNE1000007Q1,PETROCHINA 'A',Energy,Energy,"Oil, Gas and Coal",Integrated Oil & Gas,CHINA,"373,460,321,000","233,560,401,180","298,919,115,030"
BRVBBRACNOR1,VIBRA ENERGIA ON,Energy,Energy,"Oil, Gas and Coal",Oil Refining & Mkting,BRAZIL,"6,763,509,000","8,380,913,160","21,027,606,804"
BRPETRACNOR9,PETROLEO BRASILEIRO ON,Energy,Energy,"Oil, Gas and Coal",Integrated Oil & Gas,BRAZIL,"177,534,982,000","117,489,840,970","59,910,834,003"
MYL5681OO001,PETRONAS DAGANGAN,Energy,Energy,"Oil, Gas and Coal",Oil Refining & Mkting,MALAYSIA,"2,485,898,000",NA,"6,400,013,228"
INE347G01014,PETRONET L N G,Energy,Energy,"Oil, Gas and Coal",Oil Refining & Mkting,INDIA,"3,193,627,000","3,874,385,850","4,497,837,419"
US7170811035,PFIZER,Health Care,Health Care,Pharm. & Biotech,Pharmaceuticals,UNITED STATES,"204,734,000,000","182,418,600,000","34,949,890,976"
PHY7072Q1032,PLDT,Telecommunications,Telecommunications,Telecom. Svs. Prvds.,Telecom. Services,PHILIPPINES,"10,521,778,000","9,220,355,590","1,873,631,587"
INE211B01039,PHOENIX MILLS,Real Estate,Real Estate,Real Estate Inv & Svs,"Real Estate Hold, Dev",INDIA,"2,506,927,000","7,366,195,950","340,738,985"
INE318A01026,PIDILITE INDUSTRIES,Basic Materials,Chemicals,Chemicals,Chemicals: Divers.,INDIA,"1,636,045,000","16,883,931,970","1,140,888,098"
PLPKN0000018,ORLEN,Energy,Energy,"Oil, Gas and Coal",Oil Refining & Mkting,POLAND,"61,327,219,000","37,536,943,050","53,849,736,403"
US73278L1052,POOL,Consumer Discretion,Consumer Prod & Svs,Leisure Goods,Recreational Products,UNITED STATES,"3,368,184,000","13,028,980,000","3,703,338,486"
TW0009904003,POU CHEN,Consumer Discretion,Consumer Prod & Svs,Personal Goods,Footwear,TAIWAN,"10,566,825,000",NA,"4,592,891,148"
INE752E01010,POWER GRID CORPORATION OF INDIA,Utilities,Utilities,Electricity,Conv. Electricity,INDIA,"31,123,285,000","43,826,724,550","3,339,629,084"
TW0002912003,PRESIDENT CHAIN STORE,Consumer Staples,Drug & Grocery Stores,Drug & Grocery Stores,Food Retail & Wsale,TAIWAN,"8,127,124,000","8,234,899,880","8,258,027,307"
AU000000PME8,PRO MEDICUS,Health Care,Health Care,Health Care Providers,Health Care Services,AUSTRALIA,"206,371,000","19,116,352,370","60,316,795"
US7427181091,PROCTER & GAMBLE,Consumer Staples,Drug & Grocery Stores,Drug & Grocery Stores,Personal Products,UNITED STATES,"125,231,000,000","382,191,400,000","67,524,302,104"
MX01PI000005,PROMOTORA Y OPRD. INFRE.,Industrials,Ind. Goods & Services,Ind. Transportation,Transport Services,MEXICO,"3,865,514,000","5,052,830,870","524,182,761"
US7443201022,PRUDENTIAL FINL.,Financials,Insurance,Life Insurance,Life Insurance,UNITED STATES,"735,587,000,000",NA,"50,101,642,265"
GB0007099541,PRUDENTIAL,Financials,Insurance,Life Insurance,Life Insurance,UNITED KINGDOM,"181,855,326,000",NA,"8,276,861,753"
MYL1295OO004,PUBLIC BANK,Financials,Banks,Banks,Banks,MALAYSIA,"121,284,398,000",NA,"3,205,762,818"
GRS434003000,PUBLIC POWER,Utilities,Utilities,Electricity,Conv. Electricity,GREECE,"27,619,922,000","18,056,148,710","5,795,415,571"
FR0000130577,PUBLICIS GROUPE,Consumer Discretion,Media,Media,Media Agencies,FRANCE,"41,022,782,000","25,009,949,400","7,108,451,789"
US7458671010,PULTEGROUP,Consumer Discretion,Consumer Prod & Svs,Hhold Gds & Home Con.,Home Construction,UNITED STATES,"17,308,722,000","26,053,570,000","14,815,138,279"
INE160A01022,PUNJAB NATIONAL BANK,Financials,Banks,Banks,Banks,INDIA,"214,852,144,000",NA,"9,466,073,478"
MYL7084OO006,QL RESOURCES,Consumer Staples,"Food, Bev. and Tobacc",Food Producers,"Farming, Fishing",MALAYSIA,"1,322,051,000","3,837,636,770","1,202,459,785"
AU000000QAN2,QANTAS AIRWAYS,Consumer Discretion,Travel & Leisure,Travel & Leisure,Airlines,AUSTRALIA,"15,306,135,000","14,552,438,250","8,909,068,309"
QA0006929812,QATAR ELTY.& WT.,Utilities,Utilities,"Gas, Water & Mul Util",Multi-Utilities,QATAR,"6,231,040,000","2,184,201,610","575,566,522"
QA0001200771,QATAR FUEL COMPANY,Energy,Energy,"Oil, Gas and Coal",Oil Refining & Mkting,QATAR,"3,866,651,000","3,895,958,790","5,799,604,105"
QA000A0KD6L1,QATAR GS.TRAN.NAKILAT,Industrials,Ind. Goods & Services,Ind. Transportation,Marine Transportation,QATAR,"9,436,962,000","10,517,405,220","590,435,368"
NL0015002CX3,QIAGEN,Health Care,Health Care,Medical Eq. Services,Medical Supplies,GERMANY,"5,621,083,000","9,880,410,000","879,691,523"
CNE000000LP1,BEIJING QIANFENG ELECTRONIC 'A',Consumer Discretion,Automobiles & Parts,Automobiles & Parts,Automobiles,CHINA,"5,583,455,000","6,738,450,480","1,536,128,599"
CNE000000SW2,QINGHAI SALT LAKE IND. 'A',Basic Materials,Chemicals,Chemicals,Fertilizers,CHINA,"6,174,428,000","13,403,446,050","1,424,878,790"
TW0002382009,QUANTA COMPUTER,Technology,Technology,"Tech. Hardware, Equip",Computer Hardware,TAIWAN,"28,194,840,000","37,496,622,630","30,821,083,274"
US74762E1029,QUANTA SERVICES,Industrials,Construction & Mats,Construction & Mats,Eng. & Contract Svs,UNITED STATES,"18,683,894,000","68,060,130,000","17,682,799,094"
JP3973400009,RICOH,Technology,Technology,"Tech. Hardware, Equip",Electronic Office Eq.,JAPAN,"15,314,227,000","6,652,872,390","12,107,734,221"
US7496851038,RPM INTERNATIONAL,Industrials,Ind. Goods & Services,General Industrials,Paints & Coatings,UNITED STATES,"7,628,513,000","18,096,220,000","5,285,658,543"
DE0007037129,RWE,Utilities,Utilities,"Gas, Water & Mul Util",Multi-Utilities,GERMANY,"101,717,696,000","57,600,457,890","17,530,631,946"
DE0007010803,RATIONAL,Consumer Discretion,Consumer Prod & Svs,Hhold Gds & Home Con.,Household Appliance,GERMANY,"1,102,193,000","7,501,849,080","1,020,215,018"
US7547301090,RAYMOND JAMES FINL.,Financials,Financial Services,Inv. Banking & Broker,Investment Services,UNITED STATES,"82,341,000,000",NA,"3,829,280,484"
AU000000REA9,REA GROUP,Real Estate,Real Estate,Real Estate Inv & Svs,Real Estate Services,AUSTRALIA,"1,856,252,000","17,352,630,280","965,168,615"
US7561091049,REALTY INCOME,Real Estate,Real Estate,REITs,Retail REITs,UNITED STATES,"68,835,039,000","80,536,370,000","1,847,001,536"
AU000000REH4,REECE,Industrials,Construction & Mats,Construction & Mats,Bldg: Climate Control,AUSTRALIA,"4,801,812,000","5,562,317,800","4,395,078,242"
US75886F1075,REGENERON PHARMS.,Health Care,Health Care,Pharm. & Biotech,Biotechnology,UNITED STATES,"34,445,300,000","38,678,480,000","7,801,064,825"
US7595091023,RELIANCE,Basic Materials,Basic Resources,Ind. Metals & Mining,Iron & Steel,UNITED STATES,"10,021,800,000","18,292,420,000","10,618,556,130"
ZAE000026480,REMGRO,Financials,Financial Services,Inv. Banking & Broker,Div. Fin. Services,SOUTH AFRICA,"7,984,649,000",NA,"743,706,418"
GB00B082RF11,RENTOKIL INITIAL,Industrials,Ind. Goods & Services,Ind. Support Services,Prof.Business Support,UNITED KINGDOM,"13,175,248,000","17,758,740,000","4,309,755,522"
ES0173516115,REPSOL YPF,Energy,Energy,"Oil, Gas and Coal",Integrated Oil & Gas,SPAIN,"60,866,804,000","26,255,931,760","49,080,647,791"
US7607591002,REPUBLIC SVS.'A',Utilities,Utilities,Waste & Disposal Svs,Waste & Disposal Svs,UNITED STATES,"32,402,000,000","78,177,500,000","7,941,466,630"
US7611521078,RESMED,Health Care,Health Care,Medical Eq. Services,Medical Equipment,UNITED STATES,"7,921,272,000","32,608,700,000","2,384,291,289"
FR0010451203,REXEL,Industrials,Ind. Goods & Services,Elec. & Electrical Eq,Electrical Components,FRANCE,"14,895,338,000","13,412,279,120","14,301,494,745"
DE0007030009,RHEINMETALL,Industrials,Ind. Goods & Services,Aerospace & Defense,Defense,GERMANY,"14,674,884,000","92,722,247,820","6,117,420,766"
GB0007188757,RIO TINTO,Basic Materials,Basic Resources,Ind. Metals & Mining,General Mining,UNITED KINGDOM,"98,326,599,000","134,958,100,000","40,371,071,155"
SA0007879048,RIYAD BANK,Financials,Banks,Banks,Banks,SAUDI ARABIA,"119,864,932,000",NA,"4,658,837,785"
CH0012032048,ROCHE HOLDING,Health Care,Health Care,Pharm. & Biotech,Pharmaceuticals,SWITZERLAND,"102,875,557,000","297,010,374,940","36,666,634,981"
US7739031091,ROCKWELL AUTOMATION,Industrials,Ind. Goods & Services,Elec. & Electrical Eq,Elec. Eq: Control,UNITED STATES,"10,623,000,000","43,277,460,000","5,974,288,444"
DK0063855168,ROCKWOOL B,Industrials,Construction & Mats,Construction & Mats,Bldg Materials: Other,DENMARK,"3,961,467,000","6,803,200,900","2,981,718,631"
US7757111049,ROLLINS,Consumer Discretion,Consumer Prod & Svs,Consumer Services,Consumer Svs: Misc.,UNITED STATES,"2,819,695,000","29,988,590,000","1,903,509,471"
GB00B63H8491,ROLLS-ROYCE HOLDINGS,Industrials,Ind. Goods & Services,Aerospace & Defense,Aerospace,UNITED KINGDOM,"40,109,362,000","121,089,497,250","14,347,864,968"
US7766961061,ROPER TECHNOLOGIES,Technology,Technology,Software & Comp. Svs.,Software,UNITED STATES,"31,280,600,000","61,534,830,000","2,954,830,162"
US7782961038,ROSS STORES,Consumer Discretion,Retailers,Retailers,Apparel Retailers,UNITED STATES,"14,905,332,000","47,039,220,000","15,942,049,715"
GB00BM8PJY71,NATWEST GROUP,Financials,Banks,Banks,Banks,UNITED KINGDOM,"884,330,912,000",NA,"21,338,068,699"
TW0009945006,RUENTEX DEV.,Real Estate,Real Estate,Real Estate Inv & Svs,"Real Estate Hold, Dev",TAIWAN,"5,895,326,000",NA,"741,156,454"
KR7010950004,S-OIL,Energy,Energy,"Oil, Gas and Coal",Oil Refining & Mkting,SOUTH KOREA,"16,609,335,000","11,668,072,490","18,766,414,057"
CLP3880F1085,FALABELLA SACI,Consumer Discretion,Retailers,Retailers,Diversified Retailers,CHILE,"25,255,495,000","13,960,986,270","9,108,000,979"
JP3436120004,SBI HDG.,Financials,Financial Services,Inv. Banking & Broker,Investment Services,JAPAN,"214,639,872,000",NA,"2,477,367,674"
JP3421800008,SECOM,Industrials,Ind. Goods & Services,Ind. Support Services,Security Services,JAPAN,"14,170,072,000","13,004,119,460","5,079,639,907"
GB00B5ZN1N88,SEGRO,Real Estate,Real Estate,REITs,Industrial REITs,UNITED KINGDOM,"22,009,678,000","19,500,659,690","321,966,274"
KR7011790003,SKC,Basic Materials,Chemicals,Chemicals,Chemicals: Divers.,SOUTH KOREA,"4,531,870,000","4,591,648,550","867,830,801"
PHY8076N1120,SM PRIME HOLDINGS,Real Estate,Real Estate,Real Estate Inv & Svs,"Real Estate Hold, Dev",PHILIPPINES,"17,584,750,000","17,145,015,270","1,853,487,959"
JP3162600005,SMC,Industrials,Ind. Goods & Services,Ind. Engineering,Machinery: Industrial,JAPAN,"13,974,746,000","15,639,281,020","3,558,017,252"
JP3436100006,SOFTBANK GROUP,Telecommunications,Telecommunications,Telecom. Svs. Prvds.,Telecom. Services,JAPAN,"299,623,904,000","225,061,176,010","24,211,995,297"
INE647A01010,SRF,Basic Materials,Chemicals,Chemicals,Chemicals: Divers.,INDIA,"2,517,931,000","8,868,718,830","1,275,703,604"
JP3399310006,ZOZO,Consumer Discretion,Retailers,Retailers,Diversified Retailers,JAPAN,"1,214,678,000","7,233,013,660","1,075,350,239"
NL0000226223,STMICROELECTRONICS,Technology,Technology,"Tech. Hardware, Equip",Semiconductors,FRANCE,"25,445,068,000","20,117,970,000","9,122,165,352"
JP3404600003,SUMITOMO,Industrials,Ind. Goods & Services,Ind. Support Services,Industrial Suppliers,JAPAN,"77,456,950,000","54,201,645,620","30,869,126,261"
JP3397200001,SUZUKI MOTOR,Consumer Discretion,Automobiles & Parts,Automobiles & Parts,Automobiles,JAPAN,"39,654,364,000","22,806,813,970","30,097,650,533"
CH0014852781,SWISS LIFE HOLDING,Financials,Insurance,Life Insurance,Life Insurance,SWITZERLAND,"241,233,205,000",NA,"8,282,582,470"
JP3351100007,SYSMEX,Health Care,Health Care,Medical Eq. Services,Medical Equipment,JAPAN,"4,330,727,000","6,482,695,830","1,575,859,415"
SE0021921269,SAAB B,Industrials,Ind. Goods & Services,Aerospace & Defense,Aerospace,SWEDEN,"8,987,204,000","28,883,125,570","3,495,660,613"
SE0005127818,SAGAX B,Real Estate,Real Estate,Real Estate Inv & Svs,"Real Estate Hold, Dev",SWEDEN,"7,591,545,000","11,529,732,310","343,993,828"
GB00B8C3BL03,THE SAGE GROUP,Technology,Technology,Software & Comp. Svs.,Software,UNITED KINGDOM,"4,771,182,000","15,469,128,010","1,313,045,727"
US5253271028,LEIDOS HOLDINGS,Technology,Technology,Software & Comp. Svs.,Computer Services,UNITED STATES,"12,901,000,000","29,388,350,000","6,994,172,657"
KR7006400006,SAMSUNG SDI,Industrials,Ind. Goods & Services,Elec. & Electrical Eq,Electrical Components,SOUTH KOREA,"27,378,244,000","9,846,498,580","8,071,777,182"
KR7012450003,HANWHA AEROSPACE,Industrials,Ind. Goods & Services,Aerospace & Defense,Aerospace,SOUTH KOREA,"28,612,481,000","43,408,137,710","4,625,882,437"
SE0000667891,SANDVIK,Industrials,Ind. Goods & Services,Ind. Engineering,Machinery: Tools,SWEDEN,"16,315,021,000","37,973,818,760","7,470,021,070"
CNE0000011K8,CHINA RES.SANJIU MED.& PHARM.'A',Health Care,Health Care,Pharm. & Biotech,Pharmaceuticals,CHINA,"5,403,101,000","6,604,630,800","2,078,239,483"
DE0007165607,SARTORIUS,Health Care,Health Care,Medical Eq. Services,Medical Equipment,GERMANY,"10,372,136,000","20,818,615,440","1,621,855,337"
FR0013154002,SARTORIUS STEDIM BIOTECH,Health Care,Health Care,Medical Eq. Services,Medical Supplies,FRANCE,"8,483,930,000","23,650,680,700","1,333,675,567"
SA0007879121,SAUDI BASIC INDUSTRIES,Basic Materials,Chemicals,Chemicals,Chemicals: Divers.,SAUDI ARABIA,"73,363,023,000","56,782,290,090","27,646,843,033"
SA0007879089,SAUDI AWWAL BANK,Financials,Banks,Banks,Banks,SAUDI ARABIA,"106,264,157,000",NA,"4,042,690,445"
SA000A0B89Q3,SAUDI INDUSTRIAL INV.,Basic Materials,Chemicals,Chemicals,Chemicals: Divers.,SAUDI ARABIA,"2,688,424,000",NA,0
SA000A0KFKK0,SAHARA INTL. PETROCH.,Basic Materials,Chemicals,Chemicals,Specialty Chemicals,SAUDI ARABIA,"5,610,841,000","3,654,725,130","1,394,502,315"
CH0024638196,SCHINDLER 'P',Industrials,Ind. Goods & Services,Ind. Engineering,Machinery: Industrial,SWITZERLAND,"12,888,134,000","29,846,967,820","8,327,986,802"
AN8068571086,SLB,Energy,Energy,"Oil, Gas and Coal",Oil Equipment & Svs,UNITED STATES,"48,935,000,000","60,718,480,000","27,364,537,342"
FR0000121972,SCHNEIDER ELECTRIC,Industrials,Ind. Goods & Services,Elec. & Electrical Eq,Electrical Components,FRANCE,"66,425,284,000","173,073,970,650","28,293,600,558"
GB00BP9LHF23,SCHRODERS,Financials,Financial Services,Inv. Banking & Broker,"Asset Mngr, Custodian",UNITED KINGDOM,"26,036,770,000",NA,"973,491,216"
CNE0000012L4,SHANJIN INTERNATIONAL GOLD 'A',Basic Materials,Basic Resources,Ind. Metals & Mining,Nonferrous Metals,CHINA,"2,463,254,000","6,807,008,710","1,402,608,802"
SG1R50925390,SEMBCORP INDUSTRIES,Utilities,Utilities,"Gas, Water & Mul Util",Multi-Utilities,SINGAPORE,"13,274,245,000","13,730,141,200","3,287,422,783"
US8168511090,SEMPRA,Utilities,Utilities,"Gas, Water & Mul Util",Multi-Utilities,UNITED STATES,"95,983,000,000","97,988,940,000","9,214,851,147"
JP3422950000,SEVEN & I HDG.,Consumer Staples,Drug & Grocery Stores,Drug & Grocery Stores,Food Retail & Wsale,JAPAN,"75,059,229,000","39,851,733,740","63,651,754,857"
CNE000001P52,SHANDONG SUNPAPER 'A',Basic Materials,Basic Resources,Industrial Materials,Paper,CHINA,"7,167,923,000","7,846,369,770","4,221,252,647"
CNE000001FR7,SHANDONG GOLD-MINING 'A',Basic Materials,Basic Resources,Prec. Metals & Mining,Gold Mining,CHINA,"21,932,169,000","29,094,876,360","6,779,117,683"
CNE000001139,SHANDONG NANSHAN ALMN. 'A',Basic Materials,Basic Resources,Ind. Metals & Mining,Aluminum,CHINA,"9,579,357,000","5,848,766,460","3,519,047,832"
CNE100000171,SHANDONG WEIGAO GP MEDICAL POLYMER 'H',Health Care,Health Care,Medical Eq. Services,Medical Supplies,CHINA,"4,728,052,000","2,725,029,420","830,663,769"
BMG0957L1090,BEIJING ENTERPRISES WATER GROUP,Utilities,Utilities,"Gas, Water & Mul Util",Water,HONG KONG,"22,746,654,000","14,135,043,250","2,368,664,034"
CNE000000X38,SHAI.FOSUN PHARM.(GROUP) 'A',Health Care,Health Care,Pharm. & Biotech,Pharmaceuticals,CHINA,"15,983,035,000","10,542,318,730","3,078,601,083"
CNE000000WS2,CHIN.RA.ETH.RES.&. TECH. 'A',Basic Materials,Basic Resources,Ind. Metals & Mining,Nonferrous Metals,CHINA,"737,351,000",NA,"297,592,039"
CNE000001NT7,SHANXI LU'AN ENV.EN.DEV. 'A',Energy,Energy,"Oil, Gas and Coal",Coal,CHINA,"10,929,611,000",NA,"3,373,764,903"
KYG8087W1015,SHENZHOU INTL.GP.HDG.,Consumer Discretion,Consumer Prod & Svs,Personal Goods,"Clothing, Accessories",HONG KONG,"7,260,352,000","11,560,055,930","2,241,258,892"
US8243481061,SHERWIN-WILLIAMS,Industrials,Ind. Goods & Services,General Industrials,Paints & Coatings,UNITED STATES,"23,632,600,000","93,417,120,000","16,559,972,766"
JP3357200009,SHIMADZU,Industrials,Ind. Goods & Services,Elec. & Electrical Eq,Elec. Eq: Gauges,JAPAN,"4,413,066,000","6,321,787,210","2,581,577,266"
TW0002888005,SHIN KONG FINL.HLDG. DEAD - DELIST.24/07/25,Financials,Insurance,Life Insurance,Life Insurance,TAIWAN,"155,149,240,000",NA,"5,915,839,385"
KR7055550008,SHINHAN FINL.GROUP,Financials,Banks,Banks,Banks,SOUTH KOREA,"502,366,412,000",NA,"15,606,030,867"
JP3351600006,SHISEIDO,Consumer Discretion,Consumer Prod & Svs,Personal Goods,Cosmetics,JAPAN,"8,125,897,000","6,694,872,400","3,597,498,408"
CNE000000BQ0,SICHUAN CHUANTOU EN.'A',Utilities,Utilities,Electricity,Alt. Electricity,CHINA,"8,902,622,000","9,901,719,380","135,024,504"
DE0007236101,SIEMENS,Industrials,Ind. Goods & Services,General Industrials,Divers. Industrials,GERMANY,"161,980,858,000","238,781,823,880","60,754,825,313"
INE003A01024,SIEMENS,Industrials,Ind. Goods & Services,General Industrials,Divers. Industrials,INDIA,"2,985,839,000","10,590,803,040","1,902,629,998"
CH0418792922,SIKA,Industrials,Construction & Mats,Construction & Mats,Bldg Materials: Other,SWITZERLAND,"17,463,532,000","39,056,901,070","9,695,505,262"
MYL4197OO009,SIME DARBY,Consumer Discretion,Retailers,Retailers,Specialty Retailers,MALAYSIA,"11,065,448,000","4,450,464,220","12,554,633,536"
KYG8167W1380,SINO BIOPHM.,Health Care,Health Care,Pharm. & Biotech,Pharmaceuticals,HONG KONG,"8,891,128,000","17,283,448,540","2,214,164,881"
HK0083000502,SINO LAND,Real Estate,Real Estate,Real Estate Inv & Svs,"Real Estate Hold, Dev",HONG KONG,"23,389,676,000","894,423,400","796,084,793"
CNE000000SV4,SINOLINK SECURITIES 'A',Financials,Financial Services,Inv. Banking & Broker,Investment Services,CHINA,"16,353,751,000",NA,"309,395,753"
SE0000113250,SKANSKA B,Industrials,Construction & Mats,Construction & Mats,Construction,SWEDEN,"15,293,053,000","9,385,404,170","11,930,702,729"
GB0009223206,SMITH & NEPHEW,Health Care,Health Care,Medical Eq. Services,Medical Equipment,UNITED KINGDOM,"10,010,679,000","17,119,330,000","2,638,684,935"
